action,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5
boink,1320.978271,1054.482056,1278.106323,-315.363403,-114.406677,647.140869,-292.880493,-117.255959,747.229919,-183.973022,64.481308,836.361633,421.568390,282.367767,645.893616
boink,1321.520508,1054.775635,1278.344849,-315.768372,-114.886406,646.917603,-292.732117,-117.193291,746.903870,-183.774597,64.550529,836.472839,421.568390,282.367767,645.893616
boink,1313.115479,1047.977051,1270.334717,-313.682190,-113.996773,642.500244,-290.891785,-116.433235,742.712036,-183.023407,63.547043,830.386963,418.830933,280.534210,641.699524
boink,1321.668335,1054.943848,1278.698975,-315.656372,-115.074966,646.493713,-293.124359,-117.475540,746.871033,-184.487579,63.355629,835.286682,421.568390,282.367767,645.893616
boink,1312.582031,1047.666016,1269.696655,-313.792358,-114.287094,642.465759,-291.267853,-116.405800,742.850708,-183.150162,62.836887,829.832153,418.830933,280.534210,641.699524
boink,1321.359497,1054.374878,1278.064819,-316.018372,-115.329773,645.807007,-293.459869,-117.951500,746.487061,-184.891510,62.479729,835.140381,421.568390,282.367767,645.893616
boink,1321.286499,1054.584595,1278.176514,-315.676971,-114.744102,646.527954,-293.099457,-117.286079,747.446472,-185.072113,62.045193,834.209351,421.568390,282.367767,645.893616
boink,1321.349243,1054.551636,1277.917480,-316.518860,-115.451561,646.628418,-292.899200,-117.335266,747.598511,-185.300964,62.112976,834.685852,421.568390,282.367767,645.893616
boink,1321.677002,1054.613403,1278.444946,-315.818512,-115.330025,645.656677,-293.222748,-117.154655,746.928650,-185.154373,61.250603,833.507263,421.568390,282.367767,645.893616
boink,1321.329712,1054.292480,1277.859253,-316.272614,-115.540398,645.843567,-293.549622,-117.145889,747.258484,-185.114746,61.131489,834.212402,421.568390,282.367767,645.893616
boink,1321.178589,1054.260376,1277.754883,-316.348328,-115.911156,645.273376,-293.346191,-117.064774,747.624084,-185.349243,60.657543,833.381836,421.568390,282.367767,645.893616
boink,1320.943481,1054.197388,1277.395508,-316.596161,-115.715225,645.914490,-293.359589,-117.338379,746.761230,-185.270874,60.773712,834.030273,421.568390,282.367767,645.893616
boink,1321.127197,1054.240112,1277.610718,-315.924713,-115.533974,645.813904,-293.464691,-117.399010,747.497803,-185.754913,60.376087,833.525635,421.568390,282.367767,645.893616
boink,1321.401733,1054.331299,1277.983398,-316.438873,-116.310867,644.970825,-293.213470,-117.101669,747.148621,-185.629578,60.068188,833.698303,421.568390,282.367767,645.893616
boink,1321.509155,1054.542603,1278.086548,-315.692139,-115.651009,644.976135,-292.945648,-117.302177,747.314880,-185.696930,59.944607,833.128601,421.568390,282.367767,645.893616
boink,1321.368164,1054.488525,1278.004883,-316.697205,-116.719940,644.871155,-292.647491,-116.936676,746.596436,-185.544724,59.951576,833.049377,421.568390,282.367767,645.893616
boink,1321.063110,1054.600342,1277.895752,-316.649414,-116.545052,645.064209,-292.895905,-117.050873,747.501221,-186.128357,59.034679,833.180054,421.568390,282.367767,645.893616
boink,1321.521484,1054.670532,1278.019409,-317.434174,-117.362022,643.688843,-293.301880,-117.316658,746.974670,-186.193115,58.946800,832.505859,421.568390,282.367767,645.893616
boink,1321.392822,1054.331421,1278.012085,-316.726166,-116.582771,644.406799,-293.335358,-117.253677,747.485352,-186.579147,58.201801,832.107788,421.568390,282.367767,645.893616
boink,1321.889771,1054.833008,1278.117920,-317.187561,-117.191925,643.934631,-293.195221,-117.276314,747.565552,-186.781418,57.922749,831.953430,421.568390,282.367767,645.893616
boink,1321.288818,1054.459717,1277.740845,-316.849792,-116.919853,644.580139,-293.128479,-117.065491,746.942810,-186.575745,58.125881,831.767151,421.568390,282.367767,645.893616
boink,1321.246216,1054.397095,1277.558838,-317.143250,-117.310753,643.967163,-292.534729,-116.603104,747.894836,-186.775162,57.860672,831.828247,421.568390,282.367767,645.893616
boink,1321.452881,1054.495483,1278.037354,-316.795898,-117.368614,643.089600,-292.666077,-116.868301,747.177551,-186.641739,57.723007,831.741150,421.568390,282.367767,645.893616
boink,1321.051636,1054.016235,1277.162598,-317.131897,-117.348358,643.697449,-292.503723,-116.934135,747.080566,-186.883530,57.234493,831.428162,421.568390,282.367767,645.893616
boink,1312.294067,1046.979248,1268.967651,-315.053314,-116.377121,639.570496,-290.743988,-115.918411,742.908264,-186.030487,56.743668,826.081482,418.830933,280.534210,641.699524
boink,1312.783447,1047.474243,1269.390869,-315.157654,-116.620605,638.745667,-291.413910,-116.514030,742.105957,-186.710922,56.474094,826.139709,418.830933,280.534210,641.699524
boink,1312.931641,1047.358521,1269.443848,-315.098694,-116.628632,639.210876,-291.436279,-116.545586,741.609009,-185.771255,56.160156,825.414246,418.830933,280.534210,641.699524
boink,1312.881592,1047.434204,1269.552979,-315.374359,-117.123810,638.773682,-291.087646,-116.460808,742.109558,-186.145691,55.615856,825.314209,418.830933,280.534210,641.699524
boink,1321.087402,1054.216675,1277.468872,-317.182556,-117.585640,643.408936,-293.577362,-117.764130,746.351929,-187.409271,56.366665,831.326477,421.568390,282.367767,645.893616
boink,1312.798584,1047.551392,1269.233154,-315.396240,-117.270004,638.171997,-291.300446,-116.279694,742.242371,-186.199646,56.229809,825.841125,418.830933,280.534210,641.699524
boink,1312.811523,1047.273438,1269.202637,-315.684814,-117.178726,638.912842,-290.455994,-115.492928,743.165222,-186.414749,55.449490,825.548950,418.830933,280.534210,641.699524
boink,1312.833130,1047.422729,1269.133179,-315.423615,-117.150795,639.403870,-290.824249,-116.106712,742.619629,-186.572784,55.422165,825.221924,418.830933,280.534210,641.699524
boink,1321.549316,1046.301880,1277.417969,-351.697235,-175.049469,563.982727,-309.408997,-121.954727,722.247742,-218.011322,25.565254,782.218262,421.568390,282.367767,645.893616
boink,1316.986938,1036.482056,1274.795288,-365.841003,-200.822876,520.388123,-314.164551,-122.020241,707.959534,-229.205444,17.490072,759.195312,418.830933,280.534210,641.699524
boink,1327.660156,1043.612183,1287.544922,-371.495026,-206.819122,515.230835,-318.456543,-121.864571,709.689758,-232.852890,17.775621,759.463318,421.568390,282.367767,645.893616
boink,1320.145386,1036.028320,1280.863159,-372.233978,-209.604691,506.293121,-318.277252,-122.168648,701.931641,-233.700394,15.901367,750.742249,418.830933,280.534210,641.699524
boink,1320.010376,1035.806519,1280.243164,-373.965454,-210.666306,506.634094,-317.075134,-120.870102,703.736511,-234.436981,15.467718,750.518066,418.830933,280.534210,641.699524
boink,1322.411011,1035.252319,1275.233398,-368.881866,-204.410355,524.392639,-316.768860,-125.999161,711.618896,-233.246735,10.529224,760.487915,421.568390,282.367767,645.893616
boink,1314.253906,1026.764648,1257.505493,-362.358154,-196.420059,542.371033,-312.217865,-129.137466,718.170227,-230.745117,3.968786,766.347595,421.568390,282.367767,645.893616
boink,1313.624756,1023.736816,1265.360229,-371.282288,-211.028687,508.541656,-316.596069,-123.787231,704.703491,-236.945908,5.612756,747.372498,418.830933,280.534210,641.699524
boink,1313.407837,1022.063293,1263.639648,-371.668060,-210.433701,509.008392,-315.826447,-122.104858,707.391968,-235.300079,7.811613,749.566895,418.830933,280.534210,641.699524
boink,1312.943726,1020.794006,1263.687988,-371.910431,-211.607513,507.187592,-316.329681,-123.446953,705.065979,-236.294632,6.232273,747.936707,418.830933,280.534210,641.699524
boink,1313.081909,1021.315857,1263.927002,-372.128784,-212.011414,506.780273,-315.955566,-122.334099,706.229797,-237.375809,5.395298,747.511658,418.830933,280.534210,641.699524
boink,1312.416870,1019.997742,1261.982788,-371.180756,-210.549927,509.262665,-315.243011,-122.749306,706.733459,-236.286682,5.169100,748.350830,418.830933,280.534210,641.699524
boink,1314.038574,1023.200256,1265.775757,-373.239868,-212.651291,504.934692,-315.761902,-120.235313,706.385925,-236.862503,7.061022,746.790039,418.830933,280.534210,641.699524
boink,1313.682007,1021.854675,1264.813599,-372.274902,-212.445328,505.088226,-315.973358,-121.688675,705.617126,-237.474564,5.249016,746.116272,418.830933,280.534210,641.699524
boink,1312.376953,1020.217590,1262.618652,-370.551910,-210.595734,506.700409,-315.595490,-121.110985,706.696716,-237.662582,4.533329,746.188904,418.830933,280.534210,641.699524
boink,1321.586548,1027.770752,1271.316650,-373.715027,-212.503693,510.848877,-317.374115,-121.783638,712.293335,-238.740112,5.624776,753.335449,421.568390,282.367767,645.893616
boink,1321.574219,1026.325195,1271.584717,-375.448120,-215.570038,507.156769,-318.295624,-123.238770,710.775146,-239.955688,2.628155,750.087341,421.568390,282.367767,645.893616
boink,1319.980591,1026.442017,1268.875610,-372.876923,-211.128067,513.013000,-317.587738,-122.610046,712.679138,-238.341537,4.404695,753.245544,421.568390,282.367767,645.893616
boink,1321.423340,1027.610474,1270.580933,-374.758789,-212.311127,512.364075,-317.134888,-121.502281,712.915527,-238.000397,5.263259,752.753174,421.568390,282.367767,645.893616
boink,1321.530151,1026.442993,1271.551392,-375.085876,-214.928818,508.794189,-318.347992,-123.327995,710.457214,-239.243820,2.851983,750.166443,421.568390,282.367767,645.893616
boink,1301.267578,1011.243713,1238.635498,-356.931091,-190.622101,546.974792,-308.082245,-127.638123,714.670471,-234.558060,-7.927512,752.911865,418.830933,280.534210,641.699524
boink,1303.025513,1010.092346,1242.087891,-362.384003,-200.856735,534.295532,-312.765411,-132.029190,709.043640,-239.364319,-15.014513,744.281067,418.830933,280.534210,641.699524
boink,1312.774658,1017.267212,1251.861206,-365.176849,-202.861206,536.237854,-314.623993,-132.155685,713.179260,-241.939774,-15.769030,749.269531,421.568390,282.367767,645.893616
boink,1308.935669,1016.543030,1245.989258,-361.882416,-196.341934,543.618591,-312.140411,-128.730606,718.354980,-237.382965,-10.012125,755.595703,421.568390,282.367767,645.893616
boink,1309.630737,1016.097778,1246.816895,-362.849213,-197.280762,541.490845,-311.980530,-128.194672,718.460632,-237.942383,-10.522194,754.084412,421.568390,282.367767,645.893616
boink,1316.493042,1018.212646,1259.845581,-371.798523,-209.148209,517.714783,-316.535004,-123.305489,712.152161,-243.996857,-7.966045,743.909241,421.568390,282.367767,645.893616
boink,1309.913452,1010.893188,1254.792480,-372.284180,-211.323105,506.369537,-315.473450,-119.674454,706.956482,-243.433197,-5.897398,737.527832,418.830933,280.534210,641.699524
boink,1317.406616,1016.476868,1261.284912,-374.208252,-211.620438,511.602722,-316.584167,-119.768898,712.563416,-244.763229,-5.928926,742.800903,421.568390,282.367767,645.893616
boink,1317.629272,1016.515198,1261.074341,-373.638824,-211.372986,512.182861,-316.504883,-120.569649,713.106384,-244.693100,-6.349063,742.871887,421.568390,282.367767,645.893616
boink,1307.523560,1009.435120,1251.691528,-370.394897,-209.253769,509.148041,-314.811676,-119.642906,708.021851,-242.480301,-5.705679,739.117615,418.830933,280.534210,641.699524
boink,1317.191895,1016.465881,1260.512451,-372.798737,-210.522156,512.728394,-316.014771,-119.509270,714.023193,-245.196823,-6.715197,743.406860,421.568390,282.367767,645.893616
boink,1319.064209,1018.359131,1264.447388,-375.481140,-213.658051,508.113953,-317.912354,-119.801575,711.443298,-246.237274,-6.496271,740.484619,421.568390,282.367767,645.893616
boink,1312.165771,1010.748718,1258.852539,-375.832947,-215.359253,499.706879,-317.394196,-118.550148,704.253296,-245.698303,-5.467239,733.070740,418.830933,280.534210,641.699524
boink,1310.902222,1010.158630,1257.780640,-373.432617,-214.173981,500.019745,-317.408600,-118.597450,705.028198,-245.918808,-6.549696,733.377991,418.830933,280.534210,641.699524
boink,1313.058716,1011.611633,1260.357300,-375.718323,-216.268860,498.090332,-317.279083,-119.081825,703.110596,-246.271271,-7.326806,732.913696,418.830933,280.534210,641.699524
boink,1319.349854,1016.141357,1265.395386,-376.485504,-215.588150,504.032349,-319.673645,-120.208496,709.190247,-248.184006,-8.142899,737.532349,421.568390,282.367767,645.893616
boink,1317.707153,1013.678345,1260.481079,-374.751099,-213.982422,508.886353,-317.425323,-121.361000,712.267456,-246.229401,-9.469747,740.845947,421.568390,282.367767,645.893616
boink,1316.263916,1013.448181,1258.614868,-373.568665,-212.223160,511.295380,-317.133728,-121.289665,712.601807,-245.668625,-8.785367,741.930054,421.568390,282.367767,645.893616
boink,1318.962036,1013.607056,1263.524048,-377.981415,-220.303696,501.024139,-319.898010,-123.953117,708.092834,-249.488098,-13.015313,735.359741,421.568390,282.367767,645.893616
boink,1306.757080,1000.915100,1248.484863,-368.872925,-205.433960,514.345581,-312.517914,-117.423691,711.512390,-247.832245,-18.045135,729.842163,418.830933,280.534210,641.699524
boink,1315.473755,1003.121704,1254.684448,-374.424377,-213.132233,510.222168,-314.939331,-119.291664,716.085205,-250.268570,-18.834709,733.901001,421.568390,282.367767,645.893616
boink,1307.539673,996.942078,1247.948486,-373.352844,-213.803619,503.956512,-314.723969,-119.452042,709.454651,-250.413361,-20.050972,726.966064,418.830933,280.534210,641.699524
boink,1308.349243,996.944763,1248.463501,-374.132996,-214.833633,502.845184,-314.012054,-119.599152,709.201721,-251.202301,-20.969706,726.756226,418.830933,280.534210,641.699524
boink,1304.547729,995.051392,1242.060059,-370.444550,-209.533951,511.044189,-312.815063,-119.499107,712.125793,-247.614319,-19.081762,731.251709,418.830933,280.534210,641.699524
boink,1307.639404,996.794006,1248.272217,-377.024536,-222.248657,493.050812,-315.030884,-118.131218,708.175171,-252.452957,-21.923897,723.155396,418.830933,280.534210,641.699524
boink,1308.772095,997.757263,1250.164307,-378.450378,-222.753204,490.636505,-315.558319,-116.899002,707.810730,-252.602753,-20.357038,721.940796,418.830933,280.534210,641.699524
boink,1296.493896,989.158325,1225.818726,-367.673981,-208.601654,519.047974,-310.284454,-122.692001,714.509766,-245.552109,-22.884029,734.493591,418.830933,280.534210,641.699524
boink,1295.244141,985.040222,1222.953491,-369.107208,-214.699936,516.497375,-312.754303,-129.986496,709.557495,-250.923935,-34.970734,726.405090,418.830933,280.534210,641.699524
boink,1295.809082,986.402893,1224.243042,-370.217896,-214.594650,514.619141,-311.275299,-126.103218,712.291748,-249.983093,-31.938026,727.784546,418.830933,280.534210,641.699524
boink,1296.703247,986.852417,1225.634277,-371.063782,-215.062897,511.802490,-311.351685,-123.744766,713.589355,-249.361694,-30.177998,728.073853,418.830933,280.534210,641.699524
boink,1297.879272,985.799500,1227.322754,-373.329987,-220.228729,507.492981,-313.457886,-128.599350,707.790710,-252.921616,-35.679489,722.929382,418.830933,280.534210,641.699524
boink,1292.890991,984.251099,1218.113159,-367.535065,-210.674377,522.237976,-310.798615,-128.106201,712.589539,-247.099350,-31.988028,731.057556,418.830933,280.534210,641.699524
boink,1293.632935,985.169373,1219.552979,-368.404785,-212.013779,519.364441,-310.720337,-127.446968,712.424561,-247.948318,-32.006554,729.966553,418.830933,280.534210,641.699524
boink,1303.029907,991.353760,1229.369019,-371.858582,-215.885071,520.646790,-313.554352,-129.405853,715.897522,-251.527283,-34.832443,732.188538,421.568390,282.367767,645.893616
boink,1303.229126,991.701782,1230.361084,-372.259583,-216.551514,518.431885,-314.479645,-129.586884,715.118042,-251.981552,-35.033302,732.070068,421.568390,282.367767,645.893616
boink,1295.315186,985.176636,1222.827271,-370.318237,-216.499390,513.916077,-313.100677,-129.776901,709.762207,-250.817734,-35.913231,725.590088,418.830933,280.534210,641.699524
boink,1295.460327,985.081970,1222.976562,-370.237823,-216.378220,513.973511,-312.913849,-129.872101,709.477783,-250.629807,-35.893177,725.338501,418.830933,280.534210,641.699524
boink,1295.208862,985.339111,1222.879028,-370.237244,-216.210541,514.180664,-312.217682,-128.878098,709.740234,-250.971313,-36.413254,725.111084,418.830933,280.534210,641.699524
boink,1295.676025,985.801331,1223.379150,-370.276154,-216.015030,514.520081,-312.472351,-128.908386,710.111328,-251.024826,-36.238590,725.474182,418.830933,280.534210,641.699524
boink,1295.207886,985.321350,1222.802124,-370.184601,-215.889938,514.485168,-311.915344,-128.609512,710.039551,-250.241882,-35.453037,725.984802,418.830933,280.534210,641.699524
boink,1295.146606,984.504395,1222.193970,-370.076324,-216.183105,514.531982,-312.497711,-128.985428,711.275940,-250.612885,-36.290226,725.659912,418.830933,280.534210,641.699524
boink,1294.972900,984.788452,1222.284546,-370.719421,-216.581070,514.636902,-312.200104,-129.270920,709.674683,-251.838394,-36.853050,725.411682,418.830933,280.534210,641.699524
boink,1295.905029,985.402283,1223.104004,-369.969971,-215.865555,514.221069,-311.949951,-128.693604,710.620361,-251.131042,-36.358780,725.406250,418.830933,280.534210,641.699524
boink,1304.567627,992.588013,1231.883057,-372.624023,-217.658249,516.983215,-313.809570,-128.635666,715.967712,-252.474991,-36.297455,730.260376,421.568390,282.367767,645.893616
boink,1294.857422,985.715820,1222.406372,-370.313416,-215.585007,513.680847,-311.363403,-126.894646,712.012268,-250.502808,-35.172104,726.004456,418.830933,280.534210,641.699524
boink,1303.646362,991.181396,1230.734131,-373.691925,-218.735458,516.052917,-314.344971,-129.554245,714.939636,-253.154358,-37.254612,729.548340,421.568390,282.367767,645.893616
boink,1295.509277,984.814941,1223.026001,-370.976929,-217.766983,511.635590,-312.388855,-128.916260,710.243896,-251.734955,-37.252472,724.507202,418.830933,280.534210,641.699524
boink,1295.982544,985.009766,1223.631348,-371.741821,-218.527969,511.453644,-313.006714,-129.365265,709.409119,-252.279755,-38.067688,723.455505,418.830933,280.534210,641.699524
boink,1295.600464,983.199829,1222.826050,-373.036102,-221.202957,509.585114,-313.972412,-132.234207,705.897278,-254.039780,-41.550213,719.821350,418.830933,280.534210,641.699524
boink,1295.651611,983.824829,1222.570557,-371.864655,-219.953232,510.290314,-313.755676,-130.984650,707.957458,-253.297974,-40.374870,721.819763,418.830933,280.534210,641.699524
boink,1295.387573,984.226257,1222.734131,-371.835022,-219.441833,510.818329,-313.452393,-130.957184,707.942078,-253.250656,-40.464489,721.748962,418.830933,280.534210,641.699524
boink,1295.604492,984.137573,1222.920776,-371.731323,-219.549545,510.732727,-313.673798,-130.876602,708.131042,-253.166473,-40.546043,721.838440,418.830933,280.534210,641.699524
boink,1295.144409,983.581116,1222.203979,-371.713043,-219.539932,511.289520,-313.946136,-131.541672,706.840454,-253.850952,-40.908905,721.399841,418.830933,280.534210,641.699524
boink,1294.537109,983.346802,1221.426636,-371.923035,-219.718521,510.642761,-314.004364,-131.327408,707.686218,-253.188675,-40.551144,721.499451,418.830933,280.534210,641.699524
boink,1295.045898,983.703857,1222.003540,-371.380890,-219.029785,511.416351,-313.311798,-130.338303,708.789124,-253.605988,-41.015972,721.307800,418.830933,280.534210,641.699524
boink,1303.667847,990.627319,1230.478027,-374.128357,-220.687943,514.467468,-315.634308,-131.421753,712.964172,-255.585953,-41.662968,726.230103,421.568390,282.367767,645.893616
boink,1295.361938,984.491455,1222.709595,-371.933136,-219.404709,511.157928,-313.220245,-130.406326,708.051941,-253.057098,-40.734024,722.086121,418.830933,280.534210,641.699524
boink,1295.194092,983.937195,1222.322510,-371.970978,-219.328720,511.272980,-313.207092,-130.838608,707.492249,-253.366486,-40.906624,721.595581,418.830933,280.534210,641.699524
boink,1294.735718,983.692444,1221.886841,-371.834381,-219.883652,510.199036,-313.176697,-130.544479,708.699158,-253.554184,-41.345085,721.139526,418.830933,280.534210,641.699524
boink,1295.406494,984.384949,1222.846436,-372.278137,-220.369553,510.072723,-313.932343,-130.661819,708.014526,-253.811935,-41.424976,721.158325,418.830933,280.534210,641.699524
boink,1304.383911,991.058228,1231.675049,-375.072754,-221.630096,512.380554,-315.122772,-129.782684,714.327881,-255.204208,-40.356934,727.013245,421.568390,282.367767,645.893616
boink,1295.925171,984.293457,1223.624023,-373.176697,-221.214600,508.258789,-313.393127,-129.621277,708.771423,-253.978592,-41.242294,720.502014,418.830933,280.534210,641.699524
boink,1296.019409,984.247070,1223.762817,-373.254669,-221.364365,507.524811,-313.636414,-129.538635,708.130554,-254.397354,-41.542564,719.603882,418.830933,280.534210,641.699524
boink,1296.238770,984.643677,1224.416626,-373.724121,-221.943146,507.545593,-313.951874,-129.904968,708.614502,-254.477478,-41.604984,719.858032,418.830933,280.534210,641.699524
boink,1296.336426,984.659302,1224.046143,-373.088226,-221.457703,507.646210,-313.724518,-129.890747,707.705872,-254.356995,-41.525356,719.531677,418.830933,280.534210,641.699524
boink,1295.734253,983.912659,1223.228271,-372.850189,-221.177338,507.723816,-313.936188,-130.403381,708.004578,-254.217209,-41.792049,720.148254,418.830933,280.534210,641.699524
boink,1295.930176,984.131042,1223.544800,-372.891510,-221.236191,507.712372,-313.365295,-130.123642,708.324829,-254.745300,-42.509041,719.492310,418.830933,280.534210,641.699524
boink,1295.188721,983.372192,1222.129150,-371.766296,-220.006546,509.900238,-313.392914,-130.651703,708.135864,-253.932709,-42.138386,721.741089,418.830933,280.534210,641.699524
boink,1304.022339,990.572266,1230.862183,-374.680176,-222.509003,512.275330,-315.516052,-131.575821,712.470154,-255.327682,-42.780678,724.212646,421.568390,282.367767,645.893616
boink,1295.212158,984.194519,1222.292114,-372.036896,-220.400894,509.202972,-313.296082,-130.016327,708.868713,-253.725357,-41.884468,720.161072,418.830933,280.534210,641.699524
boink,1286.911987,985.464294,1201.759399,-365.365570,-201.836319,533.298584,-307.107910,-126.074379,727.673279,-241.879364,-35.252716,744.387146,421.568390,282.367767,645.893616
boink,1270.686401,986.171265,1178.677979,-363.403381,-192.977188,538.595459,-293.176270,-111.474159,750.086121,-232.480789,-24.180098,761.622925,421.568390,282.367767,645.893616
boink,1270.760376,986.151978,1178.877930,-363.954651,-193.583298,537.442444,-292.883362,-110.805382,750.684204,-232.462357,-24.255081,761.267273,421.568390,282.367767,645.893616
boink,1270.515747,986.034546,1178.713867,-364.244843,-194.140808,537.244202,-293.258179,-111.377373,749.903442,-232.293823,-24.041168,760.893372,421.568390,282.367767,645.893616
boink,1261.769897,978.987427,1170.402710,-361.636139,-192.340439,533.945190,-290.866821,-110.520370,745.466064,-231.022446,-24.378344,755.478699,418.830933,280.534210,641.699524
boink,1270.632202,985.975525,1178.539307,-364.165588,-193.981171,536.823059,-293.080933,-111.292221,749.952271,-232.736908,-24.347256,761.180542,421.568390,282.367767,645.893616
boink,1262.502930,979.657837,1171.158936,-361.718384,-192.567551,533.596619,-291.548523,-111.069962,744.591003,-230.454620,-23.805374,756.046448,418.830933,280.534210,641.699524
boink,1262.129395,979.388977,1170.747559,-361.782257,-192.924774,533.271606,-292.100647,-110.929703,745.055969,-231.117416,-24.354254,755.830261,418.830933,280.534210,641.699524
boink,1262.414062,980.080750,1171.315918,-361.680359,-192.797577,533.809509,-291.180969,-110.893112,744.567261,-230.338852,-23.545565,756.635620,418.830933,280.534210,641.699524
boink,1262.215332,979.763733,1170.921509,-361.413574,-192.586975,533.487488,-291.427612,-110.781502,744.465881,-230.768967,-24.075603,755.701904,418.830933,280.534210,641.699524
boink,1280.625854,975.096558,1196.361206,-379.890564,-226.545609,486.101471,-307.146606,-121.964211,719.227844,-253.885422,-44.829197,720.883423,418.830933,280.534210,641.699524
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
